Owner ID,URL,Sort Index,Image,Video,GIF,Link,Long Text,Folder,Post ID,User ID,Username,Screen Name,Content,Language,Created At,Sensitive,Post Type,Views Count,Bookmark Count,Favorite Count,Quote Count,Reply Count,Retweet Count,Avatar,Media,Quoted Post
"1910278629000712192","https://x.com/hlfDhlqMKDrttrM/status/1846113271407170026","1728982677",true,false,false,false,false,"unsorted","1846113271407170026","1570085416568750080","勝彦","hlfDhlqMKDrttrM","本日床屋に行った、サッパリしたけどジィジィだからやっぱり薄いな　今日衆議院の公示日クソ政治家共、口でわ上手いこと言うわな、難しいけどあんまり上手いこと言わない奴がいいかも、ジィジィも行くけど皆の衆も選挙行ってちょ　　グッパイ ","ja","2024-10-15T08:57:57.000Z",false,"post","96482",20,1296,46,70,82,"https://pbs.twimg.com/profile_images/1875257285431455745/4Kfv7t7Z_normal.jpg","[""https://pbs.twimg.com/media/GZ62PGFaIAADeKJ.jpg""]",
"1910278629000712192","https://x.com/hlfDhlqMKDrttrM/status/1845492131370319990","1728834586",false,false,false,false,false,"unsorted","1845492131370319990","1570085416568750080","勝彦","hlfDhlqMKDrttrM","@uuuu_official2 サンキュー　ジィジィ","ja","2024-10-13T15:49:46.000Z",,"reply","1915",0,55,1,0,0,"https://pbs.twimg.com/profile_images/1875257285431455745/4Kfv7t7Z_normal.jpg",,
"1910278629000712192","https://x.com/hlfDhlqMKDrttrM/status/1845487147358511410","1728833398",false,false,false,false,false,"unsorted","1845487147358511410","1570085416568750080","勝彦","hlfDhlqMKDrttrM","@Tezcatl28811842 その通りただのジィジィなのに　グッパイ","ja","2024-10-13T15:29:58.000Z",,"reply","712",0,8,0,0,0,"https://pbs.twimg.com/profile_images/1875257285431455745/4Kfv7t7Z_normal.jpg",,
"1910278629000712192","https://x.com/hlfDhlqMKDrttrM/status/1845486834249560160","1728833323",false,false,false,false,false,"unsorted","1845486834249560160","1570085416568750080","勝彦","hlfDhlqMKDrttrM","@Yuny_0712 よく寝る　グッパイ","ja","2024-10-13T15:28:43.000Z",,"reply","1984",0,9,0,0,0,"https://pbs.twimg.com/profile_images/1875257285431455745/4Kfv7t7Z_normal.jpg",,
"1910278629000712192","https://x.com/hlfDhlqMKDrttrM/status/1845486583832789103","1728833263",false,false,false,false,false,"unsorted","1845486583832789103","1570085416568750080","勝彦","hlfDhlqMKDrttrM","@FUMCY8O7NK84 サンキュー","ja","2024-10-13T15:27:43.000Z",,"reply","1801",0,1,0,0,0,"https://pbs.twimg.com/profile_images/1875257285431455745/4Kfv7t7Z_normal.jpg",,
"1910278629000712192","https://x.com/hlfDhlqMKDrttrM/status/1845486531127165122","1728833251",false,false,false,false,false,"unsorted","1845486531127165122","1570085416568750080","勝彦","hlfDhlqMKDrttrM","@taidamanB 同感　グッパイ","ja","2024-10-13T15:27:31.000Z",,"reply","1288",0,3,0,0,0,"https://pbs.twimg.com/profile_images/1875257285431455745/4Kfv7t7Z_normal.jpg",,
"1910278629000712192","https://x.com/hlfDhlqMKDrttrM/status/1845486360754552976","1728833210",false,false,false,false,false,"unsorted","1845486360754552976","1570085416568750080","勝彦","hlfDhlqMKDrttrM","@takemaruchan108 ジィジィも肥えたいよ　グッパイ","ja","2024-10-13T15:26:50.000Z",,"reply","647",0,3,0,0,0,"https://pbs.twimg.com/profile_images/1875257285431455745/4Kfv7t7Z_normal.jpg",,
"1910278629000712192","https://x.com/hlfDhlqMKDrttrM/status/1845486071813132548","1728833141",false,false,false,false,false,"unsorted","1845486071813132548","1570085416568750080","勝彦","hlfDhlqMKDrttrM","@neo_neet9 サンキュー　グッパイ","ja","2024-10-13T15:25:41.000Z",,"reply","2520",0,10,0,0,0,"https://pbs.twimg.com/profile_images/1875257285431455745/4Kfv7t7Z_normal.jpg",,
"1910278629000712192","https://x.com/hlfDhlqMKDrttrM/status/1845485934340616550","1728833108",false,false,false,false,false,"unsorted","1845485934340616550","1570085416568750080","勝彦","hlfDhlqMKDrttrM","@uuuu_official2 グッパイ","ja","2024-10-13T15:25:08.000Z",,"reply","3398",0,37,0,0,0,"https://pbs.twimg.com/profile_images/1875257285431455745/4Kfv7t7Z_normal.jpg",,
"1910278629000712192","https://x.com/hlfDhlqMKDrttrM/status/1845485822029783428","1728833082",false,false,false,false,false,"unsorted","1845485822029783428","1570085416568750080","勝彦","hlfDhlqMKDrttrM","@meigemania かも　グッパイ","ja","2024-10-13T15:24:42.000Z",,"post","661",0,2,0,0,0,"https://pbs.twimg.com/profile_images/1875257285431455745/4Kfv7t7Z_normal.jpg",,
"1910278629000712192","https://x.com/hlfDhlqMKDrttrM/status/1845485659957657926","1728833043",false,false,false,false,false,"unsorted","1845485659957657926","1570085416568750080","勝彦","hlfDhlqMKDrttrM","@rudorufu7777777 近々　グッパイ","ja","2024-10-13T15:24:03.000Z",,"post","1960",0,9,0,3,0,"https://pbs.twimg.com/profile_images/1875257285431455745/4Kfv7t7Z_normal.jpg",,
"1910278629000712192","https://x.com/hlfDhlqMKDrttrM/status/1845485454826905629","1728832994",false,false,false,false,false,"unsorted","1845485454826905629","1570085416568750080","勝彦","hlfDhlqMKDrttrM","@Fukametume77 ありがとう　グッパイ","ja","2024-10-13T15:23:14.000Z",,"reply","772",0,3,0,0,0,"https://pbs.twimg.com/profile_images/1875257285431455745/4Kfv7t7Z_normal.jpg",,
"1910278629000712192","https://x.com/hlfDhlqMKDrttrM/status/1845485342071357630","1728832967",false,false,false,false,false,"unsorted","1845485342071357630","1570085416568750080","勝彦","hlfDhlqMKDrttrM","@sekaisi_0824 サンキュー","ja","2024-10-13T15:22:47.000Z",,"reply","1969",0,3,0,0,0,"https://pbs.twimg.com/profile_images/1875257285431455745/4Kfv7t7Z_normal.jpg",,
"1910278629000712192","https://x.com/hlfDhlqMKDrttrM/status/1845485245405302947","1728832944",false,false,false,false,false,"unsorted","1845485245405302947","1570085416568750080","勝彦","hlfDhlqMKDrttrM","@Homobideo810 サンキュー","ja","2024-10-13T15:22:24.000Z",,"reply","691",0,2,0,0,0,"https://pbs.twimg.com/profile_images/1875257285431455745/4Kfv7t7Z_normal.jpg",,
"1910278629000712192","https://x.com/hlfDhlqMKDrttrM/status/1845485176765485076","1728832928",false,false,false,false,false,"unsorted","1845485176765485076","1570085416568750080","勝彦","hlfDhlqMKDrttrM","@2yanv ありがとう　グッパイ","ja","2024-10-13T15:22:08.000Z",,"reply","1332",0,1,0,0,0,"https://pbs.twimg.com/profile_images/1875257285431455745/4Kfv7t7Z_normal.jpg",,
